----------------------------------------------------
User Id:1
Recommened Item Id :127, Strength of the preference : 4.0
----------------------------------------------------
User Id:146
Recommened Item Id :464, Strength of the preference : 5.0
Recommened Item Id :206, Strength of the preference : 5.0
Recommened Item Id :213, Strength of the preference : 5.0
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :52, Strength of the preference : 5.0
----------------------------------------------------
User Id:147
Recommened Item Id :729, Strength of the preference : 5.0
Recommened Item Id :423, Strength of the preference : 4.9936047
Recommened Item Id :357, Strength of the preference : 4.992965
Recommened Item Id :435, Strength of the preference : 4.990128
Recommened Item Id :219, Strength of the preference : 4.968132
----------------------------------------------------
User Id:148
Recommened Item Id :297, Strength of the preference : 4.8014417
Recommened Item Id :901, Strength of the preference : 4.7653193
Recommened Item Id :285, Strength of the preference : 4.6987357
Recommened Item Id :900, Strength of the preference : 4.6088667
Recommened Item Id :315, Strength of the preference : 4.5365877
----------------------------------------------------
User Id:149
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 5.0
Recommened Item Id :70, Strength of the preference : 5.0
Recommened Item Id :1, Strength of the preference : 5.0
Recommened Item Id :10, Strength of the preference : 5.0
----------------------------------------------------
User Id:150
Recommened Item Id :855, Strength of the preference : 5.0
Recommened Item Id :382, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.990653
Recommened Item Id :357, Strength of the preference : 4.985931
Recommened Item Id :226, Strength of the preference : 4.9769764
----------------------------------------------------
User Id:151
Recommened Item Id :333, Strength of the preference : 4.5035043
Recommened Item Id :315, Strength of the preference : 4.4881163
Recommened Item Id :901, Strength of the preference : 4.482596
Recommened Item Id :313, Strength of the preference : 4.2630124
Recommened Item Id :749, Strength of the preference : 4.0
----------------------------------------------------
User Id:152
Recommened Item Id :899, Strength of the preference : 5.0
Recommened Item Id :329, Strength of the preference : 4.972688
Recommened Item Id :896, Strength of the preference : 4.928825
Recommened Item Id :880, Strength of the preference : 4.665436
Recommened Item Id :292, Strength of the preference : 4.6653175
----------------------------------------------------
User Id:153
Recommened Item Id :316, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.9590917
Recommened Item Id :272, Strength of the preference : 4.576681
Recommened Item Id :292, Strength of the preference : 4.5
Recommened Item Id :566, Strength of the preference : 4.4911823
----------------------------------------------------
User Id:154
Recommened Item Id :348, Strength of the preference : 4.9464345
Recommened Item Id :313, Strength of the preference : 4.7459965
Recommened Item Id :298, Strength of the preference : 4.694261
Recommened Item Id :269, Strength of the preference : 4.659006
Recommened Item Id :116, Strength of the preference : 4.608599
----------------------------------------------------
User Id:155
Recommened Item Id :604, Strength of the preference : 5.0
Recommened Item Id :221, Strength of the preference : 5.0
Recommened Item Id :1159, Strength of the preference : 5.0
Recommened Item Id :510, Strength of the preference : 5.0
Recommened Item Id :132, Strength of the preference : 4.9811707
----------------------------------------------------
User Id:156
Recommened Item Id :1062, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :287, Strength of the preference : 4.9350495
Recommened Item Id :496, Strength of the preference : 4.901903
Recommened Item Id :901, Strength of the preference : 4.7653193
----------------------------------------------------
User Id:157
Recommened Item Id :151, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.995325
Recommened Item Id :357, Strength of the preference : 4.9886217
Recommened Item Id :502, Strength of the preference : 4.966807
Recommened Item Id :272, Strength of the preference : 4.6387277
----------------------------------------------------
User Id:158
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :333, Strength of the preference : 4.4958944
Recommened Item Id :750, Strength of the preference : 4.4842606
Recommened Item Id :248, Strength of the preference : 4.4422383
Recommened Item Id :269, Strength of the preference : 4.340528
----------------------------------------------------
User Id:159
Recommened Item Id :134, Strength of the preference : 4.989675
Recommened Item Id :479, Strength of the preference : 4.9732385
Recommened Item Id :498, Strength of the preference : 4.9602532
Recommened Item Id :901, Strength of the preference : 4.7653193
Recommened Item Id :483, Strength of the preference : 4.6462007
----------------------------------------------------
User Id:160
Recommened Item Id :896, Strength of the preference : 4.673464
Recommened Item Id :333, Strength of the preference : 4.59247
Recommened Item Id :305, Strength of the preference : 4.5375724
Recommened Item Id :882, Strength of the preference : 4.536397
Recommened Item Id :306, Strength of the preference : 4.513014
----------------------------------------------------
User Id:161
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :668, Strength of the preference : 4.7541285
Recommened Item Id :297, Strength of the preference : 4.718658
Recommened Item Id :312, Strength of the preference : 4.5
Recommened Item Id :261, Strength of the preference : 4.457074
----------------------------------------------------
User Id:162
Recommened Item Id :329, Strength of the preference : 4.6488113
Recommened Item Id :248, Strength of the preference : 4.6339583
Recommened Item Id :901, Strength of the preference : 4.5270534
Recommened Item Id :316, Strength of the preference : 4.5
Recommened Item Id :313, Strength of the preference : 4.4930487
----------------------------------------------------
User Id:163
Recommened Item Id :763, Strength of the preference : 5.0
Recommened Item Id :246, Strength of the preference : 5.0
Recommened Item Id :24, Strength of the preference : 4.9615436
Recommened Item Id :302, Strength of the preference : 4.960975
Recommened Item Id :762, Strength of the preference : 4.897422
----------------------------------------------------
User Id:164
Recommened Item Id :229, Strength of the preference : 4.893838
Recommened Item Id :269, Strength of the preference : 4.6789317
Recommened Item Id :211, Strength of the preference : 4.6321197
Recommened Item Id :111, Strength of the preference : 4.5434575
Recommened Item Id :50, Strength of the preference : 4.5386667
----------------------------------------------------
User Id:165
Recommened Item Id :344, Strength of the preference : 5.0
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :285, Strength of the preference : 4.946038
Recommened Item Id :988, Strength of the preference : 4.9427767
Recommened Item Id :668, Strength of the preference : 4.7541285
----------------------------------------------------
User Id:166
Recommened Item Id :12, Strength of the preference : 5.0
Recommened Item Id :189, Strength of the preference : 4.9869194
Recommened Item Id :184, Strength of the preference : 4.9826684
Recommened Item Id :168, Strength of the preference : 4.936514
Recommened Item Id :439, Strength of the preference : 4.921098
----------------------------------------------------
User Id:167
Recommened Item Id :360, Strength of the preference : 4.805639
Recommened Item Id :285, Strength of the preference : 4.623497
Recommened Item Id :690, Strength of the preference : 4.5
Recommened Item Id :316, Strength of the preference : 4.5
Recommened Item Id :751, Strength of the preference : 4.5
----------------------------------------------------
User Id:168
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :192, Strength of the preference : 5.0
Recommened Item Id :611, Strength of the preference : 5.0
Recommened Item Id :474, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.992515
----------------------------------------------------
User Id:169
Recommened Item Id :330, Strength of the preference : 5.0
Recommened Item Id :1025, Strength of the preference : 5.0
Recommened Item Id :299, Strength of the preference : 5.0
Recommened Item Id :126, Strength of the preference : 5.0
Recommened Item Id :880, Strength of the preference : 5.0
----------------------------------------------------
User Id:170
Recommened Item Id :523, Strength of the preference : 5.0
Recommened Item Id :501, Strength of the preference : 5.0
Recommened Item Id :418, Strength of the preference : 5.0
Recommened Item Id :52, Strength of the preference : 5.0
Recommened Item Id :187, Strength of the preference : 5.0
----------------------------------------------------
User Id:171
Recommened Item Id :275, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
Recommened Item Id :137, Strength of the preference : 5.0
Recommened Item Id :179, Strength of the preference : 4.75
Recommened Item Id :173, Strength of the preference : 4.75
----------------------------------------------------
User Id:172
Recommened Item Id :202, Strength of the preference : 4.9849606
Recommened Item Id :234, Strength of the preference : 4.9813905
Recommened Item Id :756, Strength of the preference : 4.964557
Recommened Item Id :68, Strength of the preference : 4.930615
Recommened Item Id :324, Strength of the preference : 4.9186263
----------------------------------------------------
User Id:173
Recommened Item Id :705, Strength of the preference : 5.0
Recommened Item Id :485, Strength of the preference : 5.0
Recommened Item Id :480, Strength of the preference : 5.0
Recommened Item Id :169, Strength of the preference : 5.0
Recommened Item Id :208, Strength of the preference : 5.0
----------------------------------------------------
User Id:174
Recommened Item Id :895, Strength of the preference : 4.9686923
Recommened Item Id :877, Strength of the preference : 4.9407287
Recommened Item Id :313, Strength of the preference : 4.781994
Recommened Item Id :297, Strength of the preference : 4.6463933
Recommened Item Id :865, Strength of the preference : 4.6351542
----------------------------------------------------
User Id:175
Recommened Item Id :866, Strength of the preference : 5.0
Recommened Item Id :896, Strength of the preference : 5.0
Recommened Item Id :1, Strength of the preference : 4.9759507
Recommened Item Id :750, Strength of the preference : 4.949809
Recommened Item Id :347, Strength of the preference : 4.9333115
----------------------------------------------------
User Id:176
Recommened Item Id :183, Strength of the preference : 5.0
Recommened Item Id :528, Strength of the preference : 5.0
Recommened Item Id :201, Strength of the preference : 4.9740024
Recommened Item Id :12, Strength of the preference : 4.6708055
Recommened Item Id :89, Strength of the preference : 4.6647296
----------------------------------------------------
User Id:177
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :344, Strength of the preference : 5.0
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :134, Strength of the preference : 5.0
Recommened Item Id :663, Strength of the preference : 4.954528
----------------------------------------------------
User Id:178
Recommened Item Id :312, Strength of the preference : 5.0
Recommened Item Id :898, Strength of the preference : 4.4980936
Recommened Item Id :166, Strength of the preference : 4.4865613
Recommened Item Id :750, Strength of the preference : 4.386246
Recommened Item Id :690, Strength of the preference : 4.3645186
----------------------------------------------------
User Id:179
Recommened Item Id :187, Strength of the preference : 5.0
Recommened Item Id :659, Strength of the preference : 5.0
Recommened Item Id :265, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
Recommened Item Id :550, Strength of the preference : 4.987476
----------------------------------------------------
User Id:180
Recommened Item Id :304, Strength of the preference : 5.0
Recommened Item Id :339, Strength of the preference : 5.0
Recommened Item Id :865, Strength of the preference : 4.9528995
Recommened Item Id :313, Strength of the preference : 4.82568
Recommened Item Id :898, Strength of the preference : 4.75
----------------------------------------------------
User Id:181
Recommened Item Id :659, Strength of the preference : 5.0
Recommened Item Id :207, Strength of the preference : 5.0
Recommened Item Id :480, Strength of the preference : 5.0
Recommened Item Id :178, Strength of the preference : 5.0
Recommened Item Id :180, Strength of the preference : 4.986542
----------------------------------------------------
User Id:182
Recommened Item Id :901, Strength of the preference : 4.7653193
Recommened Item Id :327, Strength of the preference : 4.6666665
Recommened Item Id :329, Strength of the preference : 4.634527
Recommened Item Id :275, Strength of the preference : 4.491746
Recommened Item Id :550, Strength of the preference : 4.484689
----------------------------------------------------
User Id:183
Recommened Item Id :297, Strength of the preference : 4.569648
Recommened Item Id :242, Strength of the preference : 4.5
Recommened Item Id :902, Strength of the preference : 4.5
Recommened Item Id :127, Strength of the preference : 4.5
Recommened Item Id :896, Strength of the preference : 4.5
----------------------------------------------------
User Id:184
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :874, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :329, Strength of the preference : 4.9464345
----------------------------------------------------
User Id:185
Recommened Item Id :990, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :248, Strength of the preference : 4.9649553
----------------------------------------------------
User Id:186
Recommened Item Id :382, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :527, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 4.987278
Recommened Item Id :180, Strength of the preference : 4.9713664
----------------------------------------------------
User Id:187
Recommened Item Id :900, Strength of the preference : 4.9133005
Recommened Item Id :285, Strength of the preference : 4.6987357
Recommened Item Id :261, Strength of the preference : 4.6007757
Recommened Item Id :316, Strength of the preference : 4.5
Recommened Item Id :360, Strength of the preference : 4.469105
----------------------------------------------------
User Id:188
Recommened Item Id :262, Strength of the preference : 4.896083
Recommened Item Id :297, Strength of the preference : 4.572868
Recommened Item Id :328, Strength of the preference : 4.569319
Recommened Item Id :345, Strength of the preference : 4.506866
Recommened Item Id :988, Strength of the preference : 4.4484963
----------------------------------------------------
User Id:189
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :358, Strength of the preference : 5.0
Recommened Item Id :243, Strength of the preference : 4.9292703
Recommened Item Id :360, Strength of the preference : 4.866232
Recommened Item Id :270, Strength of the preference : 4.526066
----------------------------------------------------
User Id:190
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.9682984
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :285, Strength of the preference : 4.77379
Recommened Item Id :289, Strength of the preference : 4.6470146
----------------------------------------------------
User Id:191
Recommened Item Id :187, Strength of the preference : 5.0
Recommened Item Id :70, Strength of the preference : 5.0
Recommened Item Id :98, Strength of the preference : 5.0
Recommened Item Id :10, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
----------------------------------------------------
User Id:192
Recommened Item Id :354, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :181, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.9937687
Recommened Item Id :286, Strength of the preference : 4.7943907
----------------------------------------------------
User Id:193
Recommened Item Id :116, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 4.9725046
Recommened Item Id :512, Strength of the preference : 4.649636
Recommened Item Id :14, Strength of the preference : 4.4940586
Recommened Item Id :166, Strength of the preference : 4.491558
----------------------------------------------------
User Id:194
Recommened Item Id :319, Strength of the preference : 4.7434845
Recommened Item Id :844, Strength of the preference : 4.6394153
Recommened Item Id :902, Strength of the preference : 4.5108976
Recommened Item Id :896, Strength of the preference : 4.4891024
Recommened Item Id :302, Strength of the preference : 4.45124
----------------------------------------------------
User Id:195
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :248, Strength of the preference : 4.9649553
Recommened Item Id :302, Strength of the preference : 4.757655
Recommened Item Id :316, Strength of the preference : 4.5537806
----------------------------------------------------
User Id:196
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :346, Strength of the preference : 4.5
Recommened Item Id :11, Strength of the preference : 4.5
Recommened Item Id :56, Strength of the preference : 4.4838743
Recommened Item Id :7, Strength of the preference : 4.479131
----------------------------------------------------
User Id:197
Recommened Item Id :253, Strength of the preference : 5.0
Recommened Item Id :1016, Strength of the preference : 4.985727
Recommened Item Id :756, Strength of the preference : 4.964557
Recommened Item Id :514, Strength of the preference : 4.9618106
Recommened Item Id :91, Strength of the preference : 4.7273326
----------------------------------------------------
User Id:198
Recommened Item Id :297, Strength of the preference : 4.72912
Recommened Item Id :500, Strength of the preference : 4.576676
Recommened Item Id :901, Strength of the preference : 4.5577254
Recommened Item Id :1176, Strength of the preference : 4.50295
Recommened Item Id :895, Strength of the preference : 4.465357
----------------------------------------------------
User Id:199
Recommened Item Id :219, Strength of the preference : 4.9867144
Recommened Item Id :435, Strength of the preference : 4.985938
Recommened Item Id :482, Strength of the preference : 4.9499135
Recommened Item Id :462, Strength of the preference : 4.9428425
Recommened Item Id :476, Strength of the preference : 4.9379
----------------------------------------------------
User Id:200
Recommened Item Id :181, Strength of the preference : 5.0
Recommened Item Id :329, Strength of the preference : 4.6123967
Recommened Item Id :348, Strength of the preference : 4.563194
Recommened Item Id :242, Strength of the preference : 4.4617934
Recommened Item Id :297, Strength of the preference : 4.45827
----------------------------------------------------
User Id:201
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :311, Strength of the preference : 4.644475
Recommened Item Id :344, Strength of the preference : 4.4982963
Recommened Item Id :990, Strength of the preference : 4.4942217
----------------------------------------------------
User Id:202
Recommened Item Id :756, Strength of the preference : 4.982279
Recommened Item Id :872, Strength of the preference : 4.975867
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :326, Strength of the preference : 4.9586244
Recommened Item Id :322, Strength of the preference : 4.9396753
----------------------------------------------------
User Id:203
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :96, Strength of the preference : 4.9948077
Recommened Item Id :172, Strength of the preference : 4.990653
Recommened Item Id :411, Strength of the preference : 4.9587693
Recommened Item Id :333, Strength of the preference : 4.678299
----------------------------------------------------
User Id:204
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :448, Strength of the preference : 5.0
Recommened Item Id :234, Strength of the preference : 4.9934745
Recommened Item Id :79, Strength of the preference : 4.989134
----------------------------------------------------
User Id:205
Recommened Item Id :465, Strength of the preference : 5.0
Recommened Item Id :205, Strength of the preference : 5.0
Recommened Item Id :194, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :178, Strength of the preference : 5.0
----------------------------------------------------
User Id:206
Recommened Item Id :631, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :484, Strength of the preference : 5.0
Recommened Item Id :511, Strength of the preference : 5.0
Recommened Item Id :469, Strength of the preference : 5.0
----------------------------------------------------
User Id:207
Recommened Item Id :50, Strength of the preference : 5.0
Recommened Item Id :97, Strength of the preference : 4.65654
Recommened Item Id :872, Strength of the preference : 4.50455
Recommened Item Id :103, Strength of the preference : 4.433961
Recommened Item Id :235, Strength of the preference : 4.386712
----------------------------------------------------
User Id:208
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :1024, Strength of the preference : 4.853143
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :292, Strength of the preference : 4.6666665
Recommened Item Id :248, Strength of the preference : 4.6339583
----------------------------------------------------
User Id:209
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :202, Strength of the preference : 4.992126
Recommened Item Id :100, Strength of the preference : 4.9844055
Recommened Item Id :121, Strength of the preference : 4.7248683
Recommened Item Id :168, Strength of the preference : 4.66657
----------------------------------------------------
User Id:210
Recommened Item Id :299, Strength of the preference : 4.9636054
Recommened Item Id :896, Strength of the preference : 4.961363
Recommened Item Id :330, Strength of the preference : 4.9494653
Recommened Item Id :872, Strength of the preference : 4.9276004
Recommened Item Id :500, Strength of the preference : 4.9193277
----------------------------------------------------
User Id:211
Recommened Item Id :904, Strength of the preference : 5.0
Recommened Item Id :116, Strength of the preference : 4.9433966
Recommened Item Id :304, Strength of the preference : 4.666674
Recommened Item Id :297, Strength of the preference : 4.635876
Recommened Item Id :865, Strength of the preference : 4.6227136
----------------------------------------------------
User Id:212
Recommened Item Id :126, Strength of the preference : 5.0
Recommened Item Id :331, Strength of the preference : 5.0
Recommened Item Id :275, Strength of the preference : 4.9896827
Recommened Item Id :187, Strength of the preference : 4.980211
Recommened Item Id :901, Strength of the preference : 4.7653193
----------------------------------------------------
User Id:213
Recommened Item Id :339, Strength of the preference : 5.0
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :360, Strength of the preference : 4.8094473
----------------------------------------------------
User Id:214
Recommened Item Id :813, Strength of the preference : 5.0
Recommened Item Id :222, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :15, Strength of the preference : 5.0
Recommened Item Id :403, Strength of the preference : 4.9838715
----------------------------------------------------
User Id:215
Recommened Item Id :298, Strength of the preference : 4.72584
Recommened Item Id :305, Strength of the preference : 4.5252123
Recommened Item Id :405, Strength of the preference : 4.5002675
Recommened Item Id :285, Strength of the preference : 4.450474
Recommened Item Id :877, Strength of the preference : 4.424621
----------------------------------------------------
User Id:216
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :339, Strength of the preference : 5.0
Recommened Item Id :360, Strength of the preference : 4.805639
Recommened Item Id :879, Strength of the preference : 4.5332403
Recommened Item Id :306, Strength of the preference : 4.5328383
----------------------------------------------------
User Id:217
Recommened Item Id :150, Strength of the preference : 5.0
Recommened Item Id :881, Strength of the preference : 5.0
Recommened Item Id :872, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.97758
Recommened Item Id :1, Strength of the preference : 4.9765325
----------------------------------------------------
User Id:218
Recommened Item Id :990, Strength of the preference : 5.0
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :882, Strength of the preference : 5.0
Recommened Item Id :330, Strength of the preference : 4.9518347
Recommened Item Id :872, Strength of the preference : 4.9276004
----------------------------------------------------
User Id:219
Recommened Item Id :204, Strength of the preference : 4.782936
Recommened Item Id :276, Strength of the preference : 4.6666665
Recommened Item Id :174, Strength of the preference : 4.647717
Recommened Item Id :181, Strength of the preference : 4.6
Recommened Item Id :283, Strength of the preference : 4.5937953
----------------------------------------------------
User Id:220
Recommened Item Id :178, Strength of the preference : 5.0
Recommened Item Id :137, Strength of the preference : 5.0
Recommened Item Id :77, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
----------------------------------------------------
User Id:221
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :248, Strength of the preference : 4.9649553
Recommened Item Id :900, Strength of the preference : 4.8977757
Recommened Item Id :348, Strength of the preference : 4.610464
----------------------------------------------------
User Id:222
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :285, Strength of the preference : 4.946038
Recommened Item Id :881, Strength of the preference : 4.5307074
----------------------------------------------------
User Id:223
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 5.0
Recommened Item Id :202, Strength of the preference : 4.984941
Recommened Item Id :215, Strength of the preference : 4.9829707
Recommened Item Id :196, Strength of the preference : 4.9671226
----------------------------------------------------
User Id:224
Recommened Item Id :183, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 5.0
Recommened Item Id :201, Strength of the preference : 4.9740024
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :663, Strength of the preference : 4.961099
----------------------------------------------------
User Id:225
Recommened Item Id :904, Strength of the preference : 5.0
Recommened Item Id :116, Strength of the preference : 4.9110117
Recommened Item Id :302, Strength of the preference : 4.6747417
Recommened Item Id :898, Strength of the preference : 4.5
Recommened Item Id :304, Strength of the preference : 4.5
----------------------------------------------------
User Id:226
Recommened Item Id :354, Strength of the preference : 4.666803
Recommened Item Id :262, Strength of the preference : 4.6596484
Recommened Item Id :297, Strength of the preference : 4.475515
Recommened Item Id :668, Strength of the preference : 4.4372287
Recommened Item Id :298, Strength of the preference : 4.403247
----------------------------------------------------
User Id:227
Recommened Item Id :271, Strength of the preference : 5.0
Recommened Item Id :96, Strength of the preference : 4.9946313
Recommened Item Id :196, Strength of the preference : 4.989436
Recommened Item Id :182, Strength of the preference : 4.966542
Recommened Item Id :181, Strength of the preference : 4.65548
----------------------------------------------------
User Id:228
Recommened Item Id :1016, Strength of the preference : 4.9856215
Recommened Item Id :50, Strength of the preference : 4.6666665
Recommened Item Id :97, Strength of the preference : 4.6334133
Recommened Item Id :307, Strength of the preference : 4.6193933
Recommened Item Id :311, Strength of the preference : 4.5930405
----------------------------------------------------
User Id:229
Recommened Item Id :655, Strength of the preference : 5.0
Recommened Item Id :137, Strength of the preference : 5.0
Recommened Item Id :469, Strength of the preference : 5.0
Recommened Item Id :663, Strength of the preference : 4.984843
Recommened Item Id :168, Strength of the preference : 4.977768
----------------------------------------------------
User Id:230
Recommened Item Id :313, Strength of the preference : 4.8441358
Recommened Item Id :248, Strength of the preference : 4.647135
Recommened Item Id :297, Strength of the preference : 4.6468363
Recommened Item Id :285, Strength of the preference : 4.54339
Recommened Item Id :887, Strength of the preference : 4.4995627
----------------------------------------------------
User Id:231
Recommened Item Id :183, Strength of the preference : 5.0
Recommened Item Id :180, Strength of the preference : 4.9856834
Recommened Item Id :201, Strength of the preference : 4.9826684
Recommened Item Id :382, Strength of the preference : 4.9605722
Recommened Item Id :496, Strength of the preference : 4.936037
----------------------------------------------------
User Id:232
Recommened Item Id :248, Strength of the preference : 4.6500216
Recommened Item Id :901, Strength of the preference : 4.4508553
Recommened Item Id :1392, Strength of the preference : 4.3644567
Recommened Item Id :749, Strength of the preference : 4.364091
Recommened Item Id :311, Strength of the preference : 4.303849
----------------------------------------------------
User Id:233
Recommened Item Id :248, Strength of the preference : 4.9649553
Recommened Item Id :887, Strength of the preference : 4.553391
Recommened Item Id :292, Strength of the preference : 4.504122
Recommened Item Id :678, Strength of the preference : 4.4865766
Recommened Item Id :264, Strength of the preference : 4.383108
----------------------------------------------------
User Id:234
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :906, Strength of the preference : 4.882562
Recommened Item Id :302, Strength of the preference : 4.4697194
Recommened Item Id :297, Strength of the preference : 4.463281
Recommened Item Id :900, Strength of the preference : 4.4172506
----------------------------------------------------
User Id:235
Recommened Item Id :12, Strength of the preference : 4.967429
Recommened Item Id :329, Strength of the preference : 4.9464345
Recommened Item Id :340, Strength of the preference : 4.5125823
Recommened Item Id :750, Strength of the preference : 4.450849
Recommened Item Id :315, Strength of the preference : 4.3204684
----------------------------------------------------
User Id:236
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.9590917
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :272, Strength of the preference : 4.6536746
----------------------------------------------------
User Id:237
Recommened Item Id :341, Strength of the preference : 5.0
Recommened Item Id :332, Strength of the preference : 5.0
Recommened Item Id :15, Strength of the preference : 5.0
Recommened Item Id :877, Strength of the preference : 4.961465
Recommened Item Id :331, Strength of the preference : 4.9087896
----------------------------------------------------
User Id:238
Recommened Item Id :524, Strength of the preference : 5.0
Recommened Item Id :708, Strength of the preference : 5.0
Recommened Item Id :367, Strength of the preference : 4.9837837
Recommened Item Id :385, Strength of the preference : 4.9810095
Recommened Item Id :189, Strength of the preference : 4.980379
----------------------------------------------------
User Id:239
Recommened Item Id :298, Strength of the preference : 4.9170775
Recommened Item Id :297, Strength of the preference : 4.5921855
Recommened Item Id :344, Strength of the preference : 4.499636
Recommened Item Id :235, Strength of the preference : 4.467685
Recommened Item Id :313, Strength of the preference : 4.4247637
----------------------------------------------------
User Id:240
Recommened Item Id :169, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :70, Strength of the preference : 5.0
Recommened Item Id :10, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 5.0
----------------------------------------------------
User Id:241
Recommened Item Id :179, Strength of the preference : 5.0
Recommened Item Id :208, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :88, Strength of the preference : 4.9914136
Recommened Item Id :275, Strength of the preference : 4.9896827
----------------------------------------------------
User Id:242
Recommened Item Id :185, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :550, Strength of the preference : 4.994379
Recommened Item Id :182, Strength of the preference : 4.9826126
Recommened Item Id :180, Strength of the preference : 4.9750814
----------------------------------------------------
User Id:243
Recommened Item Id :331, Strength of the preference : 5.0
Recommened Item Id :347, Strength of the preference : 4.967883
Recommened Item Id :872, Strength of the preference : 4.691425
Recommened Item Id :50, Strength of the preference : 4.510561
Recommened Item Id :181, Strength of the preference : 4.510561
----------------------------------------------------
User Id:244
Recommened Item Id :663, Strength of the preference : 4.961109
Recommened Item Id :253, Strength of the preference : 4.930203
Recommened Item Id :896, Strength of the preference : 4.6233587
Recommened Item Id :877, Strength of the preference : 4.4653587
Recommened Item Id :297, Strength of the preference : 4.452733
